sentence_id	words	labels
9	summer	O
0		
1	Self-seeds	O
2	readily	O
3	in	O
4	a	O
5	shady	O
6	site	O
0		
1	MILLA	O
2	LILIACEAE/ALLIACEAE	O
3	Genus	O
4	of	O
5	summer-flowering	O
6	bulbs,	O
7	grown	O
8	for	O
9	their	O
10	fragrant	O
11	flowers,	O
12	each	O
13	comprising	O
14	a	O
15	slender	O
16	tube	O
17	with	O
18	6	O
19	spreading,	O
20	starshaped	O
21	petals	O
22	at	O
23	the	O
24	tip	O
0		
1	Needs	O
2	a	O
3	sheltered,	O
4	sunny	O
5	position	O
6	and	O
7	well-drained	O
8	soil	O
0		
1	Plant	O
2	in	O
3	spring	O
0		
1	After	O
2	flowering,	O
3	lift	O
4	bulbs	O
5	and	O
6	partially	O
7	dry	O
8	off	O
9	for	O
10	winter	O
0		
1	Propagate	O
2	by	O
3	seed	O
4	or	O
5	offsets	O
6	in	O
7	spring	O
0		
1	milla	O
2	biflora	O
0		
1	Summer-flowering	O
2	bulb	O
0		
1	H	O
2	12–18in	O
3	(30–45cm),	O
4	S	O
5	3–4in	O
6	(8–10cm)	O
0		
1	Has	O
2	long,	O
3	narrow,	O
4	semi-erect,	O
5	basal	O
6	leaves	O
0		
1	Stem	O
2	bears	O
3	loose	O
4	head	O
5	of	O
6	2–6	O
7	erect,	O
8	white	O
9	flowers,	O
10	11/4–21/2in	O
11	(3–6cm)	O
12	across,	O
13	each	O
14	on	O
15	a	O
16	slender	O
17	stalk	O
18	to	O
19	8in	O
20	(20cm)	O
21	long	O
0		
1	Z9–10	O
2	H10–9	O
0		
1	ORCHIDACEAE	O
2	See	O
3	also	O
4	ORCHIDS	O
0		
1	milla	O
2	candida	O
0		
1	Evergreen,	O
2	epiphytic	O
3	orchid	O
4	for	O
5	a	O
6	cool	O
7	or	O
8	intermediate	O
9	greenhouse	O
0		
1	H	O
2	8in	O
3	(20cm)	O
0		
1	Cream-lipped,	O
2	greenpatterned,	O
3	brown	O
4	flowers,	O
5	2in	O
6	(5cm)	O
7	across,	O
8	are	O
9	borne	O
10	in	O
11	spikes	O
12	in	O
13	fall	O
0		
1	Has	O
2	narrowly	O
3	oval	O
4	leaves,	O
5	4–5in	O
6	(10–12cm)	O
7	long	O
0		
1	Needs	O
2	partial	O
3	shade	O
4	in	O
5	summer	O
0		
1	Z14–15	O
2	H12–6	O
0		
1	milla	O
2	clowesii	O
0		
1	Evergreen,	O
2	epiphytic	O
3	orchid	O
4	for	O
5	an	O
6	intermediate	O
7	greenhouse	O
0		
1	H	O
2	8in	O
3	(20cm)	O
0		
1	In	O
2	early	O
3	summer	O
4	produces	O
5	large	O
6	spikes	O
7	of	O
8	yellow	O
9	flowers,	O
10	11/2in	O
11	(4cm)	O
12	wide,	O
13	barred	O
14	with	O
15	reddish-brown	O
16	and	O
17	with	O
18	white-and-mauve	O
19	lips	O
0		
1	Has	O
2	broadly	O
3	oval	O
4	leaves,	O
5	12in	O
6	(30cm)	O
7	long	O
0		
1	Needs	O
2	partial	O
3	shade	O
4	in	O
5	summer	O
0		
1	Z14–15	O
2	H12–6	O
0		
1	MILTONIOPSIS	O
2	ORCHIDACEAE	O
3	See	O
4	also	O
5	ORCHIDS	O
0		
1	miltoniopsis	O
2	Anjou	O
3	gx	O
4	‘St	O
0		
1	Patrick’,	O
2	illus	O
0		
1	Evergreen,	O
2	epiphytic	O
3	orchid	O
4	for	O
5	a	O
6	cool	O
7	greenhouse	O
0		
1	H	O
2	6in	O
3	(15cm)	O
0		
1	Has	O
2	sprays	O
3	of	O
4	deep	O
5	crimson	O
6	flowers,	O
7	4in	O
8	(10cm)	O
9	across,	O
10	with	O
11	red	O
12	and	O
13	yellow	O
14	patterns	O
15	on	O
16	each	O
17	lip,	O
18	mainly	O
19	in	O
20	summer	O
0		
1	Narrowly	O
2	oval,	O
3	soft	O
4	leaves	O
5	are	O
6	4–5in	O
7	(10–12cm)	O
8	long	O
0		
1	Needs	O
2	shade	O
3	in	O
4	summer	O
0		
1	miltoniopsis	O
2	Robert	O
3	Strauss	O
4	gx	O
5	‘Ardingly’,	O
6	illus	O
0		
1	Evergreen,	O
2	epiphytic	O
3	orchid	O
4	for	O
5	a	O
6	cool	O
7	greenhouse	O
0		
1	H	O
2	6in	O
3	(15cm)	O
0		
1	Bears	O
2	sprays	O
3	of	O
4	white	O
5	flowers,	O
6	4in	O
7	(10cm)	O
8	across,	O
9	marked	O
10	reddish-brown	O
11	and	O
12	purple;	O
13	flowering	O
14	season	O
15	varies	O
0		
1	Narrowly	O
2	oval,	O
3	soft	O
4	leaves	O
5	are	O
6	4–5in	O
7	(10–12cm)	O
8	long	O
0		
1	Requires	O
2	shade	O
3	in	O
4	summer	O
0		
1	MIMOSA	O
2	LEGUMINOSAE/MIMOSACEAE	O
3	Genus	O
4	of	O
5	annuals,	O
6	evergreen	O
7	perennials,	O
8	shrubs,	O
9	trees	O
10	and	O
11	scrambling	O
12	climbers,	O
13	grown	O
14	for	O
15	their	O
16	flowers	O
17	and	O
18	foliage	O
0		
1	mimosa	B
2	pudica	I
3	is	O
4	usually	O
5	grown	O
6	as	O
7	an	O
8	annual	O
0		
1	Needs	O
2	partial	O
3	shade	O
4	and	O
5	fertile,	O
6	welldrained	O
7	soil	O
0		
1	Water	O
2	container	O
3	specimens	O
4	freely	O
5	when	O
6	in	O
7	full	O
8	growth,	O
9	moderately	O
10	at	O
11	other	O
12	times	O
0		
1	Propagate	O
2	by	O
3	seed	O
4	in	O
5	spring,	O
6	shrubs	O
7	also	O
8	by	O
9	semiripe	O
10	cuttings	O
11	in	O
12	summer	O
0		
1	Red	O
2	spider	O
3	mite	O
4	may	O
5	be	O
6	a	O
7	nuisance	O
0		
1	mimosa	O
2	pudica,	O
3	illus	O
0		
1	MIMULUS	O
2	SCROPHULARIACEAE/PHRYMACEAE	O
3	Genus	O
4	of	O
5	annuals,	O
6	perennials	O
7	and	O
8	evergreen	O
9	shrubs	O
0		
1	Small	O
2	species	O
3	are	O
4	suitable	O
5	for	O
6	damp	O
7	pockets	O
8	in	O
9	rock	O
10	gardens	O
0		
1	Most	O
2	prefer	O
3	full	O
4	sun	O
5	and	O
6	wet	O
7	or	O
8	moist	O
9	soil;	O
10	some	O
11	such	O
12	as	O
13	mimulus	B
14	aurantiacus	I
15	need	O
16	a	O
17	dry	O
18	site	O
0		
1	Propagate	O
2	perennials	O
3	by	O
4	division	O
5	in	O
6	spring,	O
7	subshrubs	O
8	by	O
9	softwood	O
10	cuttings	O
11	in	O
12	late	O
13	summer,	O
14	annuals	O
15	and	O
16	all	O
17	species	O
18	by	O
19	seed	O
20	in	O
21	fall	O
22	or	O
23	early	O
24	spring	O
0		
1	mimulus	O
2	‘Andean	O
3	Nymph’	O
0		
1	See	O
2	mimulus	B
3	naiandinus	I
0		
1	mimulus	O
2	aurantiacus,	O
3	syn	O
0		
1	mimulus	O
2	glutinosus,	O
3	Diplacus	O
4	glutinosus,	O
5	illus	O
0		
1	mimulus	O
2	cupreus	O
3	‘Whitecroft	O
4	Scarlet’	O
0		
1	Shortlived,	O
2	spreading	O
3	perennial	O
0		
1	H	O
2	8–12in	O
3	(20–30cm),	O
4	S	O
5	12in	O
6	(30cm)	O
0		
1	Bears	O
2	snapdragon-like,	O
3	scarlet	O
4	flowers	O
5	freely	O
6	from	O
7	early	O
8	to	O
9	late	O
10	summer	O
0		
1	Has	O
2	oval,	O
3	toothed,	O
4	mid-green	O
5	leaves	O
0		
1	Z8–9	O
2	H9–8	O
0		
1	mimulus	O
2	glutinosus	O
0		
1	See	O
2	mimulus	B
3	aurantiacus	I
0		
1	mimulus	O
2	guttatus,	O
3	syn	O
0		
1	mimulus	O
2	langsdorffii	O
3	(Common	O
4	large	O
5	monkey	O
6	flower)	O
0		
1	Spreading,	O
2	mat-forming	O
3	perennial	O
0		
1	H	O
2	and	O
3	S	O
4	24in	O
5	(60cm)	O
0		
1	Snapdragon-like,	O
2	bright	O
3	yellow	O
4	flowers,	O
5	spotted	O
6	with	O
7	reddish-brown	O
8	on	O
9	lower	O
10	lobes,	O
11	are	O
12	borne	O
13	in	O
14	succession	O
15	in	O
16	summer	O
17	and	O
18	early	O
19	fall	O
0		
1	Oval,	O
2	mid-green	O
3	leaves	O
4	are	O
5	coarsely	O
6	or	O
7	sometimes	O
8	deeply	O
9	toothed	O
0		
1	Z6–9	O
2	H9–6	O
0		
1	mimulus	O
2	x	O
3	hybridus,	O
4	illus	O
0		
1	mimulus	O
2	langsdorffii	O
0		
1	See	O
2	mimulus	B
3	guttatus	I
0		
1	mimulus	O
2	lewisii	O
0		
1	Upright	O
2	perennial	O
0		
1	H	O
2	24in	O
3	(60cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Has	O
2	downy,	O
3	sticky,	O
4	gray	O
5	leaves	O
6	that	O
7	provide	O
8	an	O
9	excellent	O
10	foil	O
11	for	O
12	snapdragon-like,	O
13	deep	O
14	rose-pink	O
15	flowers	O
16	borne	O
17	singly	O
18	in	O
19	summer	O
0		
1	Z5–8	O
2	H8–5	O
0		
1	mimulus	O
2	luteus	O
3	(Monkey	O
4	musk,	O
5	Yellow	O
6	monkey	O
7	flower)	O
0		
1	Spreading	O
2	perennial	O
0		
1	H	O
2	and	O
3	S	O
4	12in	O
5	(30cm)	O
0		
1	Throughout	O
2	summer,	O
3	snapdragonlike,	O
4	occasionally	O
5	red-spotted,	O
6	yellow	O
7	flowers	O
8	are	O
9	freely	O
10	produced	O
11	above	O
12	hairy,	O
13	mid-green	O
14	leaves	O
0		
1	Z7–9	O
2	H9–7	O
0		
1	mimulus	O
2	Magic	O
3	Series	O
0		
1	Early-flowering	O
2	perennial	O
0		
1	H	O
2	6–8in	O
3	(15–20cm)	O
0		
1	In	O
2	summer	O
3	produces	O
4	small,	O
5	snapdragon-like	O
6	flowers,	O
7	ranging	O
8	from	O
9	bright	O
10	orange,	O
11	yellow,	O
12	and	O
13	red	O
14	to	O
15	more	O
16	usual	O
17	pastel	O
18	shades	O
19	and	O
20	bicolors	O
0		
1	Z9–10	O
2	H10–9	O
0		
1	‘Magic	O
2	Yellow	O
3	Blotch’	O
4	illus	O
0		
1	mimulus	O
2	moschatus	O
3	(Musk)	O
0		
1	Deciduous,	O
2	prostrate,	O
3	perennial,	O
4	bog	O
5	plant	O
0		
1	H	O
2	4in	O
3	(10cm),	O
4	S	O
5	6in	O
6	(15cm)	O
0		
1	Has	O
2	oval,	O
3	hairy,	O
4	pale	O
5	green	O
6	leaves	O
0		
1	Small,	O
2	pale	O
3	yellow	O
4	flowers,	O
5	lightly	O
6	speckled	O
7	with	O
8	brown,	O
9	are	O
10	borne	O
11	in	O
12	late	O
13	summer	O
0		
1	Z7–10	O
2	H10–7	O
0		
1	mimulus	O
2	naiandinus,	O
3	syn	O
0		
1	mimulus	O
2	‘Andean	O
3	Nymph’,	O
4	illus	O
0		
1	mimulus	O
2	ringens,	O
3	illus	O
0		
1	mimulus	O
2	‘Royal	O
3	Velvet’	O
0		
1	Compact	O
2	perennial,	O
3	often	O
4	grown	O
5	as	O
6	an	O
7	annual	O
0		
1	H	O
2	12in	O
3	(30cm),	O
4	S	O
5	9in	O
6	(23cm)	O
0		
1	Leaves	O
2	are	O
3	mid-green	O
0		
1	Produces	O
2	many	O
3	large,	O
4	snapdragon-like,	O
5	mahogany-red	O
6	flowers,	O
7	with	O
8	mahoganyspeckled,	O
9	gold	O
10	throats,	O
11	throughout	O
12	summer	O
0		
1	Z6–9	O
2	H9–6	O
0		
1	MIRABILIS	O
2	NYCTAGINACEAE	O
3	Genus	O
4	of	O
5	summer-flowering	O
6	annuals	O
7	and	O
8	tuberous	O
9	perennials	O
0		
1	Prefers	O
2	a	O
3	sheltered,	O
4	sunny	O
5	position	O
6	and	O
7	fertile,	O
8	well-drained	O
9	soil	O
0		
1	Lift	O
2	tubers	O
3	and	O
4	store	O
5	over	O
6	winter	O
7	in	O
8	frost-free	O
9	conditions	O
0		
1	Propagate	O
2	by	O
3	seed	O
4	or	O
5	division	O
6	of	O
7	tubers	O
8	in	O
9	early	O
10	spring	O
0		
1	mimulus	O
2	jalapa,	O
3	illus	O
0		
1	MISCANTHUS	O
2	GRAMINEAE/POACEAE	O
3	See	O
4	also	O
5	GRASSES,	O
6	BAMBOOS,	O
7	RUSHES	O
8	and	O
9	SEDGES	O
0		
1	miscanthus	O
2	sacchariflorus	O
3	(Silver	O
4	banner	O
5	grass)	O
0		
1	Vigorous,	O
2	herbaceous,	O
3	slow-spreading,	O
4	rhizomatous,	O
5	perennial	O
6	grass	O
0		
1	H	O
2	10ft	O
3	(3m),	O
4	S	O
5	indefinite	O
0		
1	Hairless,	O
2	mid-green	O
3	leaves	O
4	last	O
5	into	O
6	winter,	O
7	often	O
8	turning	O
9	bronze	O
0		
1	Produces	O
2	open,	O
3	branched	O
4	panicles	O
5	of	O
6	hairy,	O
7	purplish-brown	O
8	spikelets	O
9	in	O
10	summer	O
0		
1	Z8–9	O
2	H9–8	O
0		
1	miscanthus	B
2	sinensis	I
3	(Eulalia	O
4	grass,	O
5	Japanese	O
6	silver	O
7	grass)	O
0		
1	condensatus	O
2	‘Cosmopolitan’	O
3	illus	O
0		
1	‘Flamingo’	O
2	illus	O
0		
1	‘Gracillimus’	O
2	illus	O
0		
1	‘Yakushima	O
2	Dwarf’	O
3	illus	O
0		
1	‘Zebrinus’	O
2	illus	O
0		
1	MITCHELLA	O
2	RUBIACEAE	O
3	Genus	O
4	of	O
5	evergreen,	O
6	trailing	O
7	subshrubs,	O
8	grown	O
9	for	O
10	their	O
11	foliage	O
12	and	O
13	fruits	O
0		
1	Makes	O
2	excellent	O
3	groundcover,	O
4	especially	O
5	in	O
6	woodlands,	O
7	although	O
8	is	O
9	sometimes	O
10	difficult	O
11	to	O
12	establish	O
0		
1	Prefers	O
2	partial	O
3	shade	O
4	and	O
5	rich,	O
6	neutral	O
7	to	O
8	acidic	O
9	soil	O
0		
1	Propagate	O
2	by	O
3	division	O
4	of	O
5	rooted	O
6	runners	O
7	in	O
8	spring	O
9	or	O
10	by	O
11	seed	O
12	in	O
13	fall	O
0		
1	mitchella	B
2	repens	I
3	(Partridgeberry)	O
0		
1	Evergreen,	O
2	trailing,	O
3	mat-forming	O
4	subshrub	O
0		
1	H	O
2	2in	O
3	(5cm),	O
4	S	O
5	indefinite	O
0		
1	Bears	O
2	small,	O
3	oval,	O
4	whitestriped,	O
5	green	O
6	leaves	O
7	with	O
8	heart-shaped	O
9	bases	O
0		
1	In	O
2	early	O
3	summer	O
4	has	O
5	pairs	O
6	of	O
7	tiny,	O
8	fragrant,	O
9	tubular,	O
10	white	O
11	flowers,	O
12	sometimes	O
13	purple-tinged,	O
14	followed	O
15	by	O
16	spherical,	O
17	bright	O
18	red	O
19	fruits	O
0		
1	Is	O
2	suitable	O
3	for	O
4	a	O
5	rock	O
6	garden	O
7	or	O
8	peat	O
9	bed	O
0		
1	Z4–9	O
2	H9–1	O
0		
1	MITELLA	O
2	SAXIFRAGACEAE	O
3	Genus	O
4	of	O
5	clump-forming,	O
6	summerflowering,	O
7	slender-stemmed,	O
8	rhizomatous	O
9	perennials	O
0		
1	Requires	O
2	partial	O
3	shade	O
4	and	O
5	rich,	O
6	moist	O
7	soil	O
0		
1	Propagate	O
2	by	O
3	division	O
4	in	O
5	spring	O
6	or	O
7	by	O
8	seed	O
9	in	O
10	fall	O
0		
1	mitella	O
2	breweri,	O
3	illus	O
0		
1	MITRARIA	O
2	GESNERIACEAE	O
3	Genus	O
4	of	O
5	one	O
6	species	O
7	of	O
8	evergreen,	O
9	woodystemmed,	O
10	scrambling	O
11	climber	O
0		
1	Requires	O
2	partial	O
3	shade	O
4	and	O
5	peaty,	O
6	acidic	O
7	soil	O
0		
1	Propagate	O
2	by	O
3	seed	O
4	in	O
5	spring	O
6	or	O
7	by	O
8	stem	O
9	cuttings	O
10	in	O
11	summer	O
0		
1	mitraria	O
2	coccinea,	O
3	illus	O
0		
1	MOLINIA	O
2	GRAMINEAE/POACEAE	O
3	See	O
4	also	O
5	GRASSES,	O
6	BAMBOOS,	O
7	RUSHES	O
8	and	O
9	SEDGES	O
0		
1	molinia	O
2	altissima	O
0		
1	See	O
2	molinia	O
3	caerulea	O
4	subsp	O
0		
1	molinia	O
2	caerulea	O
3	(Purple	O
4	moor	O
5	grass)	O
0		
1	Z5–9	O
2	H9–1	O
0		
1	arundinacea,	O
2	syn	O
0		
1	molinia	O
2	altissima	O
3	is	O
4	a	O
5	tuft-forming,	O
6	herbaceous,	O
7	perennial	O
8	grass	O
0		
1	H	O
2	8ft	O
3	(2	O
0		
1	5m),	O
2	S	O
3	2ft	O
4	(60cm)	O
0		
1	Has	O
2	broad,	O
3	flat,	O
4	gray-green	O
5	leaves	O
6	and	O
7	spreading	O
8	panicles	O
9	of	O
10	purple	O
11	spikelets	O
12	on	O
13	stiff,	O
14	erect	O
15	stems	O
16	in	O
17	summer	O
0		
1	Needs	O
2	a	O
3	dry,	O
4	sunny	O
5	position	O
6	and	O
7	acidic	O
8	soil	O
0		
1	arundinacea	O
2	‘Transparent’,	O
3	illus	O
0		
1	caerulea	O
2	‘Heidebraut’,	O
3	illus	O
0		
1	caerulea	O
2	‘Variegata’	O
3	(Variegated	O
4	purple	O
5	moor	O
6	grass),	O
7	H	O
8	2ft	O
9	(60cm),	O
10	has	O
11	yellow-striped,	O
12	mid-green	O
13	leaves	O
14	and,	O
15	in	O
16	late	O
17	summer,	O
18	panicles	O
19	of	O
20	purplish	O
21	spikelets	O
0		
1	MOLTKIA	O
2	BORAGINACEAE	O
3	Genus	O
4	of	O
5	deciduous,	O
6	semievergreen	O
7	or	O
8	evergreen	O
9	subshrubs	O
10	and	O
11	perennials,	O
12	grown	O
13	for	O
14	their	O
15	funnel-shaped	O
16	flowers	O
17	in	O
18	summer	O
0		
1	Prefers	O
2	sun	O
3	and	O
4	well-drained,	O
5	neutral	O
6	to	O
7	acidic	O
8	soil	O
0		
1	Propagate	O
2	by	O
3	semiripe	O
4	cuttings	O
5	in	O
6	summer	O
7	or	O
8	by	O
9	seed	O
10	in	O
11	fall	O
0		
1	moltkia	O
2	x	O
3	intermedia	O
0		
1	Evergreen,	O
2	open,	O
3	domeshaped	O
4	subshrub	O
0		
1	H	O
2	12in	O
3	(30cm),	O
4	S	O
5	20in	O
6	(50cm)	O
0		
1	Stems	O
2	are	O
3	clothed	O
4	in	O
5	narrowly	O
6	linear,	O
7	dark	O
8	green	O
9	leaves	O
0		
1	Masses	O
2	of	O
3	loose	O
4	spikes	O
5	of	O
6	small,	O
7	open	O
8	funnel-shaped,	O
9	bright	O
10	blue	O
11	flowers	O
12	are	O
13	borne	O
14	in	O
15	summer	O
0		
1	Z7–9	O
2	H9–7	O
0		
1	moltkia	O
2	petraea	O
0		
1	Semievergreen,	O
2	bushy	O
3	shrub	O
0		
1	H	O
2	12in	O
3	(30cm),	O
4	S	O
5	24in	O
6	(60cm)	O
0		
1	Fully	O
2	hardy	O
0		
1	Has	O
2	long,	O
3	narrow,	O
4	hairy	O
5	leaves	O
0		
1	Clusters	O
2	of	O
3	pinkish-purple	O
4	buds	O
5	open	O
6	into	O
7	funnelshaped,	O
8	violet-blue	O
9	flowers	O
10	in	O
11	summer	O
0		
1	Z7–9	O
2	H9–7	O
0		
1	MOLUCCELLA	O
2	LABIATAE/LAMIACEAE	O
3	Genus	O
4	of	O
5	annuals	O
6	and	O
7	perennials,	O
8	grown	O
9	for	O
10	their	O
11	flowers,	O
12	which	O
13	may	O
14	be	O
15	dried	O
16	successfully	O
0		
1	Needs	O
2	sun	O
3	and	O
4	rich,	O
5	very	O
6	welldrained	O
7	soil	O
0		
1	Propagate	O
2	by	O
3	seed	O
4	sown	O
5	under	O
6	glass	O
7	in	O
8	spring,	O
9	or	O
10	outdoors	O
11	in	O
12	late	O
13	spring	O
0		
1	moltkia	O
2	laevis,	O
3	illus	O
0		
1	MONARDA	O
2	LABIATAE/LAMIACEAE	O
3	Genus	O
4	of	O
5	annuals	O
6	and	O
7	perennials,	O
8	grown	O
9	for	O
10	their	O
11	aromatic	O
12	foliage	O
13	as	O
14	well	O
15	as	O
16	their	O
17	flowers	O
0		
1	Requires	O
2	sun	O
3	and	O
4	moist	O
5	soil	O
0		
1	Propagate	O
2	species	O
3	and	O
4	cultivars	O
5	by	O
6	division	O
7	in	O
8	spring,	O
9	species	O
10	only	O
11	by	O
12	seed	O
13	in	O
14	spring	O
0		
1	monarda	O
2	‘Adam’	O
0		
1	Clump-forming	O
2	perennial	O
0		
1	H	O
2	30in	O
3	(75cm),	O
4	S	O
5	18in	O
6	(45cm)	O
0		
1	Bears	O
2	dense	O
3	whorls	O
4	of	O
5	2-lipped,	O
6	cerise	O
7	flowers	O
8	throughout	O
9	summer	O
0		
1	Oval,	O
2	usually	O
3	toothed,	O
4	mid-green	O
5	leaves	O
6	are	O
7	aromatic	O
8	and	O
9	hairy	O
0		
1	Z4–9	O
2	H9–1	O
0		
1	MONSTERA	O
2	monarda	O
3	‘Cambridge	O
4	Scarlet’,	O
5	illus	O
0		
1	monarda	O
2	‘Croftway	O
3	Pink’,	O
4	illus	O
0		
1	monarda	O
2	fistulosa,	O
3	illus	O
0		
1	monarda	O
2	‘Prairie	O
3	Night’	O
0		
1	See	O
2	monarda	O
3	‘Prärienacht’	O
0		
1	monarda	O
2	‘Prärienacht’,	O
3	syn	O
0		
1	monarda	O
2	‘Prairie	O
3	Night’	O
0		
1	Clump-forming	O
2	perennial	O
0		
1	H	O
2	4ft	O
3	(1	O
0		
1	2m),	O
2	S	O
3	11/2ft	O
4	(45cm)	O
0		
1	Produces	O
2	dense	O
3	whorls	O
4	of	O
5	2-lipped,	O
6	rich	O
7	violet-purple	O
8	flowers	O
9	from	O
10	mid-	O
11	to	O
12	late	O
13	summer	O
0		
1	Oval,	O
2	toothed	O
3	leaves	O
4	are	O
5	mid-green	O
0		
1	Z4–9	O
2	H9–1	O
0		
1	MONSTERA	O
2	ARACEAE	O
3	Genus	O
4	of	O
5	evergreen,	O
6	woody-stemmed,	O
7	root	O
8	climbers,	O
9	grown	O
10	for	O
11	their	O
12	large	O
13	leaves	O
0		
1	Bears	O
2	insignificant,	O
3	creamywhite	O
4	flowers	O
5	with	O
6	hooded	O
7	spathes	O
8	intermittently	O
0		
1	Needs	O
2	partial	O
3	shade	O
4	and	O
5	rich,	O
6	well-drained	O
7	soil	O
0		
1	Water	O
2	moderately,	O
3	less	O
4	when	O
5	temperatures	O
6	are	O
7	low	O
0		
1	Provide	O
2	support	O
0		
1	If	O
2	necessary,	O
3	shorten	O
4	long	O
5	stems	O
6	in	O
7	spring	O
0		
1	Propagate	O
2	by	O
3	leaf-bud	O
4	or	O
5	stemtip	O
6	cuttings	O
7	in	O
8	summer	O
0		
1	T	O
2	All	O
3	parts	O
4	except	O
5	the	O
6	fruit	O
7	may	O
8	cause	O
9	mild	O
10	stomach	O
11	upset	O
12	when	O
13	ingested,	O
14	and	O
15	contact	O
16	with	O
17	the	O
18	fruit	O
19	may	O
20	irritate	O
21	skin	O
0		
1	monarda	O
2	acuminata	O
3	(Shingle	O
4	plant)	O
0		
1	Evergreen,	O
2	woody-stemmed,	O
3	root	O
4	climber	O
5	with	O
6	robust	O
7	stems	O
0		
1	H	O
2	10ft	O
3	(3m)	O
4	or	O
5	more	O
0		
1	Has	O
2	lopsided,	O
3	oval,	O
4	pointed,	O
5	rich	O
6	green	O
7	leaves	O
8	with	O
9	heartshaped	O
10	base,	O
11	sometimes	O
12	cleft	O
13	into	O
14	a	O
15	few	O
16	large	O
17	lobes,	O
18	to	O
19	10in	O
20	(25cm)	O
21	long	O
0		
1	Z14–15	O
2	H12–10	O
0		
1	MORAEA	O
2	IRIDACEAE	O
3	Genus	O
4	of	O
5	corms,	O
6	grown	O
7	for	O
8	their	O
9	shortlived,	O
10	iris-like	O
11	flowers	O
0		
1	Divides	O
2	into	O
3	two	O
4	groups:	O
5	winter-	O
6	and	O
7	summer-growing	O
8	species	O
0		
1	Winter-growing	O
2	species	O
3	need	O
4	full	O
5	sun	O
6	and	O
7	well-drained	O
8	soil;	O
9	keep	O
10	dry	O
11	in	O
12	summer	O
13	during	O
14	dormancy	O
15	and	O
16	start	O
17	into	O
18	growth	O
19	by	O
20	watering	O
21	in	O
22	fall	O
0		
1	Summergrowers	O
2	are	O
3	dormant	O
4	in	O
5	winter;	O
6	grow	O
7	in	O
8	a	O
9	sheltered,	O
10	sunny	O
11	site	O
12	and	O
13	well-drained	O
14	soil	O
0		
1	Propagate	O
2	winter	O
3	growers	O
4	by	O
5	seed	O
6	in	O
7	fall,	O
8	summer	O
9	growers	O
10	by	O
11	seed	O
12	in	O
13	spring	O
0		
1	monarda	O
2	huttonii,	O
3	illus	O
0		
1	monarda	O
2	polystachya	O
0		
1	Winter-growing	O
2	corm	O
0		
1	H	O
2	to	O
3	12in	O
4	(30cm),	O
5	S	O
6	2–3in	O
7	(5–8cm)	O
0		
1	Bears	O
2	long,	O
3	narrow,	O
4	semi-erect,	O
5	basal	O
6	leaves	O
0		
1	Stem	O
2	has	O
3	a	O
4	succession	O
5	of	O
6	erect,	O
7	flattish,	O
8	blue	O
9	or	O
10	lilac	O
11	flowers,	O
12	3in	O
13	(8cm)	O
14	wide,	O
15	in	O
16	winter–spring	O
0		
1	Outer	O
2	petals	O
3	each	O
4	have	O
5	central,	O
6	yellow	O
7	mark	O
0		
1	Z9–10	O
2	H10–9	O
0		
1	monarda	O
2	ramosissima	O
0		
1	Late	O
2	spring-	O
3	to	O
4	early	O
5	summer-flowering	O
6	corm	O
0		
1	H	O
2	20–48in	O
3	(50–120cm),	O
4	S	O
5	4in	O
6	(10cm)	O
0		
1	Has	O
2	numerous,	O
3	semierect,	O
4	narrowly	O
5	linear,	O
6	channeled,	O
7	basal	O
8	leaves	O
0		
1	Bears	O
2	yellow	O
3	flowers,	O
4	with	O
5	deeper	O
6	yellow	O
7	marks	O
8	on	O
9	inner	O
10	petals,	O
11	on	O
12	many-branched	O
13	stems	O
0		
1	Z11–13	O
2	H12–6	O
0		
1	monarda	O
2	sisyrinchium,	O
3	syn	O
0		
1	Gynandiris	O
2	sisyrinchium,	O
3	illus	O
0		
1	monarda	O
2	spathulata,	O
3	syn	O
0		
1	Monarda	O
2	spathacea	O
0		
1	Summer-flowering	O
2	corm	O
0		
1	H	O
2	to	O
3	3ft	O
4	(1m),	O
5	S	O
6	4–6in	O
7	(10–15cm)	O
0		
1	Has	O
2	solitary,	O
3	long,	O
4	narrow,	O
5	semi-erect,	O
6	basal	O
7	leaf	O
0		
1	Tough	O
2	flower	O
3	stem	O
4	bears	O
5	a	O
6	succession	O
7	of	O
8	up	O
9	to	O
10	5	O
11	upward-facing,	O
12	yellow	O
13	flowers,	O
14	2–3in	O
15	(5–7cm)	O
16	wide,	O
17	with	O
18	reflexed,	O
19	outer	O
20	petals,	O
21	in	O
22	summer	O
0		
1	Z8–10	O
2	H10–8	O
0		
1	MORINA	O
2	MORINACEAE/CAPRIFOLIACEAE	O
3	Genus	O
4	of	O
5	evergreen	O
6	perennials,	O
7	only	O
8	one	O
9	species	O
10	of	O
11	which	O
12	is	O
13	in	O
14	general	O
15	cultivation:	O
16	this	O
17	is	O
18	grown	O
19	for	O
20	its	O
21	thistle-like	O
22	foliage	O
23	and	O
24	its	O
25	flowers	O
0		
1	Protect	O
2	from	O
3	drying	O
4	spring	O
5	winds	O
0		
1	Needs	O
2	full	O
3	sun	O
4	and	O
5	well-drained,	O
6	preferably	O
7	sandy	O
8	soil	O
0		
1	Propagate	O
2	by	O
3	division	O
4	directly	O
5	after	O
6	flowering	O
7	or	O
8	by	O
9	seed	O
